   Compiling mamba-rs v0.6.9 (/root/mamba-ada-half-swizzle-force-20260906)
    Finished `release` profile [optimized] target(s) in 1.35s
     Running tests/gemm_bi_fixed_correctness.rs (/root/target-ada-half-swizzle-force-cuda130-20260906/release/deps/gemm_bi_fixed_correctness-e9a896bca3cebdf4)

running 2 tests
test fixed_sm89_rna_wide_actual_auto_all_cells_prefix_views_and_graph_bits ... mamba-rs cache trace: Fixed arch=sm_89 key=e96609c91e1e74d22a2aa435f7a723fb6a78e08f1e66c818d6a6930dc5b7e0e6 path=Some("/root/mamba-kcache-ada-half-swizzle-force-cuda130-20260906/mamba-kernels-v1-e96609c91e1e74d22a2aa435f7a723fb6a78e08f1e66c818d6a6930dc5b7e0e6.bin") source_len=688275
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=4621 exceptional=false bias=true row_offset=0 output_offset=1 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=4621 exceptional=false bias=true row_offset=0 output_offset=4 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=6016 exceptional=false bias=true row_offset=0 output_offset=1 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=6016 exceptional=false bias=true row_offset=0 output_offset=4 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=6017 exceptional=false bias=true row_offset=0 output_offset=1 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=6017 exceptional=false bias=true row_offset=0 output_offset=4 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=6018 exceptional=false bias=true row_offset=0 output_offset=1 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=6018 exceptional=false bias=true row_offset=0 output_offset=4 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=1 exceptional=true bias=false row_offset=0 output_offset=1 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=1 exceptional=true bias=false row_offset=0 output_offset=4 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=15 exceptional=true bias=false row_offset=0 output_offset=1 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=15 exceptional=true bias=false row_offset=0 output_offset=4 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=16 exceptional=true bias=false row_offset=0 output_offset=1 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=16 exceptional=true bias=false row_offset=0 output_offset=4 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=17 exceptional=true bias=false row_offset=0 output_offset=1 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=17 exceptional=true bias=false row_offset=0 output_offset=4 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=31 exceptional=true bias=false row_offset=0 output_offset=1 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=31 exceptional=true bias=false row_offset=0 output_offset=4 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=32 exceptional=true bias=false row_offset=0 output_offset=1 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=32 exceptional=true bias=false row_offset=0 output_offset=4 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=33 exceptional=true bias=false row_offset=0 output_offset=1 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=33 exceptional=true bias=false row_offset=0 output_offset=4 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=63 exceptional=true bias=false row_offset=0 output_offset=1 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=63 exceptional=true bias=false row_offset=0 output_offset=4 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=64 exceptional=true bias=false row_offset=0 output_offset=1 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=64 exceptional=true bias=false row_offset=0 output_offset=4 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=65 exceptional=true bias=false row_offset=0 output_offset=1 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=65 exceptional=true bias=false row_offset=0 output_offset=4 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=127 exceptional=true bias=false row_offset=0 output_offset=1 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=127 exceptional=true bias=false row_offset=0 output_offset=4 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=128 exceptional=true bias=false row_offset=0 output_offset=1 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=128 exceptional=true bias=false row_offset=0 output_offset=4 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=129 exceptional=true bias=false row_offset=0 output_offset=1 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=129 exceptional=true bias=false row_offset=0 output_offset=4 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=255 exceptional=true bias=false row_offset=0 output_offset=1 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=255 exceptional=true bias=false row_offset=0 output_offset=4 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=256 exceptional=true bias=false row_offset=0 output_offset=1 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=256 exceptional=true bias=false row_offset=0 output_offset=4 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=257 exceptional=true bias=false row_offset=0 output_offset=1 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=257 exceptional=true bias=false row_offset=0 output_offset=4 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=257 exceptional=true bias=false row_offset=17 output_offset=1 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=257 exceptional=true bias=false row_offset=17 output_offset=4 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=4621 exceptional=true bias=false row_offset=0 output_offset=1 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=4621 exceptional=true bias=false row_offset=0 output_offset=4 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=6016 exceptional=true bias=false row_offset=0 output_offset=1 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=6016 exceptional=true bias=false row_offset=0 output_offset=4 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=6017 exceptional=true bias=false row_offset=0 output_offset=1 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=6017 exceptional=true bias=false row_offset=0 output_offset=4 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=6018 exceptional=true bias=false row_offset=0 output_offset=1 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=6018 exceptional=true bias=false row_offset=0 output_offset=4 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=1 exceptional=true bias=true row_offset=0 output_offset=1 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=1 exceptional=true bias=true row_offset=0 output_offset=4 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=15 exceptional=true bias=true row_offset=0 output_offset=1 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=15 exceptional=true bias=true row_offset=0 output_offset=4 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=16 exceptional=true bias=true row_offset=0 output_offset=1 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=16 exceptional=true bias=true row_offset=0 output_offset=4 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=17 exceptional=true bias=true row_offset=0 output_offset=1 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=17 exceptional=true bias=true row_offset=0 output_offset=4 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=31 exceptional=true bias=true row_offset=0 output_offset=1 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=31 exceptional=true bias=true row_offset=0 output_offset=4 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=32 exceptional=true bias=true row_offset=0 output_offset=1 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=32 exceptional=true bias=true row_offset=0 output_offset=4 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=33 exceptional=true bias=true row_offset=0 output_offset=1 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=33 exceptional=true bias=true row_offset=0 output_offset=4 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=63 exceptional=true bias=true row_offset=0 output_offset=1 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=63 exceptional=true bias=true row_offset=0 output_offset=4 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=64 exceptional=true bias=true row_offset=0 output_offset=1 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=64 exceptional=true bias=true row_offset=0 output_offset=4 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=65 exceptional=true bias=true row_offset=0 output_offset=1 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=65 exceptional=true bias=true row_offset=0 output_offset=4 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=127 exceptional=true bias=true row_offset=0 output_offset=1 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=127 exceptional=true bias=true row_offset=0 output_offset=4 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=128 exceptional=true bias=true row_offset=0 output_offset=1 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=128 exceptional=true bias=true row_offset=0 output_offset=4 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=129 exceptional=true bias=true row_offset=0 output_offset=1 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=129 exceptional=true bias=true row_offset=0 output_offset=4 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=255 exceptional=true bias=true row_offset=0 output_offset=1 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=255 exceptional=true bias=true row_offset=0 output_offset=4 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=256 exceptional=true bias=true row_offset=0 output_offset=1 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=256 exceptional=true bias=true row_offset=0 output_offset=4 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=257 exceptional=true bias=true row_offset=0 output_offset=1 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=257 exceptional=true bias=true row_offset=0 output_offset=4 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=257 exceptional=true bias=true row_offset=17 output_offset=1 actual_auto=true
RNA_WIDE_QUALIFIED_GROUP case=tail shape_m=6018 k=36 n=132 view_m=257 exceptional=true bias=true row_offset=17 output_offset=4 actual_auto=true
